image,race_scores,obese_scores
570.png,"[6.3955784e-03 8.1469029e-01 1.4876820e-01 5.8321271e-04 1.1512478e-02
 1.4641556e-02 3.4087049e-03]","[0.9868878722190857, 0.013002833351492882, 0.00010926456161541864]"
571.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.7816859483718872, 0.009523941203951836, 0.20879009366035461]"
572.png,"[9.1961128e-01 1.6731369e-04 2.2008702e-02 1.1162283e-03 1.7726391e-03
 1.2937325e-04 5.5194497e-02]","[0.006328016519546509, 0.9936601519584656, 1.183841231977567e-05]"
573.png,"[0.19952185 0.11835944 0.27751774 0.00162515 0.00614758 0.06476981
 0.3320585 ]","[0.09129498153924942, 1.8015532987192273e-05, 0.9086870551109314]"
574.png,"[0.25795808 0.03213684 0.62021786 0.00082746 0.00154429 0.02750432
 0.05981115]","[0.015846388414502144, 3.3222218917217106e-05, 0.9841204285621643]"
575.png,"[9.7133297e-01 7.6811429e-04 2.4594756e-02 9.7174248e-05 2.4971689e-04
 2.7236552e-04 2.6849248e-03]","[0.9807838797569275, 0.00726659270003438, 0.011949577368795872]"
576.png,"[9.6482301e-01 1.9987217e-04 2.4764294e-02 2.1465199e-05 5.1499621e-05
 3.9496250e-04 9.7448882e-03]","[0.9914484620094299, 0.003458780702203512, 0.005092628765851259]"
577.png,"[9.9987155e-01 2.0343386e-08 2.4318499e-05 4.5723118e-05 5.1033589e-06
 2.3428967e-07 5.3085303e-05]","[0.24864672124385834, 0.7509413361549377, 0.0004120103840250522]"
578.png,"[9.9990696e-01 6.1475205e-08 1.4220361e-05 1.7097600e-06 3.6139236e-06
 5.7559379e-08 7.3315896e-05]","[0.01492937933653593, 0.6837039589881897, 0.3013666570186615]"
579.png,"[7.7722338e-03 4.4724766e-06 5.1174010e-04 9.6412444e-01 2.7236179e-02
 1.5290114e-05 3.3549740e-04]","[0.8693145513534546, 0.0888676643371582, 0.0418178029358387]"
580.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.04709583893418312, 0.9527231454849243, 0.0001810466346796602]"
581.png,"[9.9010968e-01 1.9028466e-06 1.5848185e-03 1.1166970e-05 8.7297185e-06
 9.5197058e-05 8.1885057e-03]","[0.0043105012737214565, 0.020448604598641396, 0.97524094581604]"
582.png,"[1.6510087e-01 2.1587678e-06 7.3332817e-04 8.0418020e-01 2.4539450e-02
 6.4193814e-06 5.4375166e-03]","[0.9999985694885254, 2.2745836464332925e-11, 1.3812775705446256e-06]"
583.png,"[9.9280429e-01 5.3518681e-05 5.7179551e-04 1.6071392e-05 2.7200500e-05
 7.1453032e-05 6.4556426e-03]","[0.9999997615814209, 1.2569152316177501e-11, 2.0359613017717493e-07]"
584.png,"[5.37410269e-05 1.08304212e-03 1.80396880e-03 1.02802075e-01
 8.94123375e-01 1.30838467e-04 2.93816879e-06]","[0.9927091598510742, 0.0028163581155240536, 0.004474484361708164]"
585.png,"[5.1907110e-03 3.0154869e-04 4.3298513e-02 5.7623255e-01 3.6888236e-01
 3.2076926e-04 5.7735532e-03]","[0.0015834866790100932, 0.9983997941017151, 1.664764386077877e-05]"
586.png,"[3.5362814e-03 1.8743486e-07 1.2145732e-04 9.6708596e-01 2.9209314e-02
 8.4592557e-06 3.8386239e-05]","[0.8891116976737976, 0.11016766726970673, 0.000720658281352371]"
587.png,"[0.00795473 0.00122614 0.13341242 0.4263617  0.42488697 0.00408549
 0.00207252]","[0.9970779418945312, 0.002411942696198821, 0.0005101236747577786]"
588.png,"[8.72930765e-01 7.09623913e-04 1.08356684e-01 2.08420024e-05
 6.97645883e-05 1.83254434e-03 1.60797294e-02]","[0.08284533768892288, 0.7993866801261902, 0.11776799708604813]"
589.png,"[1.2054485e-03 3.4670791e-04 9.8724691e-03 1.0280362e-05 2.8707809e-04
 9.8638332e-01 1.8947204e-03]","[0.0003224757965654135, 0.9990254640579224, 0.0006520759779959917]"
590.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9998960494995117, 8.315573359141126e-05, 2.072908500849735e-05]"
591.png,"[7.0703119e-02 5.1017741e-05 1.8432173e-01 7.0855836e-03 9.2815924e-03
 4.2139587e-01 3.0716115e-01]","[0.08878073841333389, 0.4453538656234741, 0.4658654034137726]"
592.png,"[0.16731836 0.00213054 0.56941354 0.0324432  0.1867486  0.01616792
 0.02577783]","[0.022081751376390457, 0.9755547642707825, 0.002363411709666252]"
593.png,"[1.9387150e-02 4.9511913e-05 3.8013361e-02 7.6170880e-01 1.5567651e-01
 1.1050042e-02 1.4114608e-02]","[0.9468594789505005, 0.0021483399905264378, 0.050992149859666824]"
594.png,"[0.25004485 0.00352206 0.39010823 0.12895906 0.18070614 0.00976554
 0.03689408]","[0.0007704760646447539, 0.001022819778881967, 0.9982067346572876]"
595.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9752938747406006, 0.0043293386697769165, 0.020376797765493393]"
596.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9999998807907104, 1.2982646069303883e-07, 1.1591523296772266e-09]"
597.png,"[7.5353876e-02 2.5825723e-04 3.7314820e-01 2.4821350e-02 1.9641673e-02
 1.9854778e-01 3.0822882e-01]","[0.1419086903333664, 0.7551627159118652, 0.10292860120534897]"
598.png,"[6.8160528e-03 1.4580376e-06 1.1898179e-03 9.5089757e-01 4.0762164e-02
 8.6271932e-05 2.4665252e-04]","[8.009246812434867e-05, 0.9605177640914917, 0.03940213844180107]"
599.png,"[9.99206543e-01 1.72731774e-07 2.38922934e-04 1.36950675e-05
 1.00429434e-05 8.83227403e-06 5.21689130e-04]","[0.37945765256881714, 0.6042248010635376, 0.016317546367645264]"
600.png,"[9.9995291e-01 3.0660040e-08 1.2264089e-06 3.7405648e-08 6.0607789e-08
 1.5018679e-07 4.5672168e-05]","[0.11733527481555939, 0.8764355182647705, 0.006229282822459936]"
601.png,"[3.2074384e-02 1.2207652e-06 3.0872424e-03 5.9067243e-01 3.7404278e-01
 3.7135331e-05 8.4821353e-05]","[0.0044829025864601135, 0.015189476311206818, 0.9803276658058167]"
602.png,"[9.9979538e-01 4.4470312e-08 4.3810694e-05 8.5689273e-05 2.9149725e-05
 9.9841168e-07 4.4906221e-05]","[0.06583472341299057, 0.9327032566070557, 0.001462021260522306]"
603.png,"[0.22098403 0.03931498 0.28846028 0.21833766 0.11283684 0.06324672
 0.05681946]","[0.12729676067829132, 0.8722023963928223, 0.0005008161533623934]"
604.png,"[9.7637248e-01 1.2715421e-05 2.3011733e-03 6.2718508e-03 9.8148070e-04
 5.4746299e-05 1.4005458e-02]","[0.999648928642273, 2.405443592579104e-05, 0.00032699666917324066]"
605.png,"[6.7995824e-02 3.8813933e-04 4.9379134e-01 1.6648400e-01 5.7066601e-02
 1.6581765e-01 4.8456494e-02]","[6.26634864602238e-05, 0.8105037212371826, 0.18943355977535248]"
606.png,"[9.7413599e-01 8.8534580e-06 1.0991646e-03 1.2273366e-06 1.4534445e-06
 8.1321574e-05 2.4671940e-02]","[0.0006771974731236696, 0.534570038318634, 0.46475276350975037]"
607.png,"[9.9941075e-01 1.2223290e-07 4.0815739e-05 5.6611775e-06 2.8405434e-06
 1.4487057e-06 5.3836819e-04]","[0.9982792139053345, 0.0016896248562261462, 3.123438364127651e-05]"
608.png,"[1.9325325e-03 1.9164311e-06 4.3318121e-04 9.5568925e-01 4.1899074e-02
 9.1994852e-06 3.4844004e-05]","[0.4605247378349304, 6.049347575753927e-06, 0.539469301700592]"
609.png,"[3.8691172e-01 2.8323260e-04 2.7439231e-01 2.0385076e-01 1.0162835e-01
 4.6999040e-03 2.8233731e-02]","[0.24021229147911072, 0.7543379664421082, 0.005449794698506594]"
610.png,"[3.8621863e-03 1.3674388e-05 3.2442130e-02 8.1736118e-01 1.2810373e-01
 1.7600723e-02 6.1632687e-04]","[0.00022419451852329075, 0.007311277557164431, 0.992464542388916]"
611.png,"[0.14087282 0.10585593 0.4010497  0.0608379  0.16552797 0.01614912
 0.10970654]","[0.9950591325759888, 5.762665011843637e-08, 0.004940858576446772]"
612.png,"[7.9838377e-01 6.7330635e-04 1.2501691e-01 3.7881371e-02 2.2510799e-02
 1.6543696e-03 1.3879426e-02]","[0.9491427540779114, 0.029190532863140106, 0.021666698157787323]"
613.png,"[9.9504031e-02 1.4167380e-05 1.1865223e-03 1.0736232e-05 5.7848709e-05
 3.7175251e-04 8.9885491e-01]","[0.9109819531440735, 0.0011804219102486968, 0.08783753961324692]"
614.png,"[9.9731195e-01 1.2057494e-07 1.6785281e-04 5.6757694e-05 1.1951131e-05
 6.0535494e-06 2.4453385e-03]","[0.004956113640218973, 0.25073865056037903, 0.7443052530288696]"
615.png,"[9.9912786e-01 4.6197408e-07 9.2788039e-05 5.3492701e-04 6.5530454e-05
 9.2011965e-07 1.7755661e-04]","[0.9997178912162781, 0.0002229813690064475, 5.907505328650586e-05]"
616.png,"[0.05815243 0.00345873 0.56772196 0.07472015 0.20537181 0.00713636
 0.08343849]","[0.13093915581703186, 0.8667007684707642, 0.002359959529712796]"
617.png,"[5.56301355e-01 2.18430636e-04 1.19328216e-01 2.13775605e-01
 1.01317719e-01 1.35425420e-03 7.70442281e-03]","[0.00021661625942215323, 0.0026855021715164185, 0.9970978498458862]"
618.png,"[2.1444858e-04 9.8694777e-01 2.4099897e-03 1.1612609e-03 7.4086688e-03
 1.8522241e-03 5.6757444e-06]","[0.9993467926979065, 1.6856617435223598e-08, 0.000653166207484901]"
619.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.028438784182071686, 0.9567593932151794, 0.014801756478846073]"
620.png,"[7.2337604e-01 4.0979349e-04 2.2948396e-01 3.9035818e-04 8.7570370e-04
 6.5514040e-03 3.8912870e-02]","[0.006354006938636303, 0.8980451226234436, 0.09560082107782364]"
621.png,"[9.9952209e-01 2.0320932e-09 3.5399491e-06 1.4090378e-07 3.3005671e-07
 1.9491878e-07 4.7368239e-04]","[0.0001789490634109825, 0.9446930885314941, 0.05512797832489014]"
622.png,"[3.5952399e-03 3.0199901e-06 2.4131162e-03 9.3632329e-01 5.7336848e-02
 4.9120106e-05 2.7923918e-04]","[0.21704915165901184, 0.41795238852500916, 0.3649984300136566]"
623.png,"[0.10693301 0.00145513 0.39142448 0.12656847 0.30054533 0.03325146
 0.03982215]","[0.007970733568072319, 0.3588643968105316, 0.6331648230552673]"
624.png,"[0.01933088 0.08068693 0.64490545 0.02248798 0.19459477 0.03571564
 0.00227833]","[0.053131863474845886, 0.430026113986969, 0.5168420672416687]"
625.png,"[0.09657294 0.13590017 0.12343868 0.0910174  0.07324774 0.06698459
 0.41283858]","[0.8663816452026367, 0.1328105479478836, 0.0008078102255240083]"
626.png,"[8.0126607e-01 8.0525415e-06 5.0117830e-03 2.2347827e-05 1.2191299e-05
 5.3512085e-05 1.9362609e-01]","[0.001090835314244032, 0.09805550426244736, 0.90085369348526]"
627.png,"[0.05938628 0.00169616 0.01911862 0.73370624 0.08869372 0.00195408
 0.09544494]","[0.9924395084381104, 0.00023809404228813946, 0.007322425022721291]"
628.png,"[6.29294068e-02 2.54393060e-04 8.48751888e-02 7.51872063e-01
 6.74824566e-02 1.20226145e-02 2.05639005e-02]","[0.00019186330609954894, 0.36452287435531616, 0.6352852582931519]"
629.png,"[4.7145590e-05 9.0231848e-01 6.2994626e-03 2.6767568e-05 5.7689846e-04
 8.9718297e-02 1.0129439e-03]","[0.020386073738336563, 0.00014547069440595806, 0.9794685244560242]"
630.png,"[9.7998452e-01 5.8707010e-06 1.2305197e-02 6.9497729e-04 4.8385884e-04
 3.7518155e-04 6.1504636e-03]","[0.0002643607440404594, 0.9716889262199402, 0.028046730905771255]"
631.png,"[0.34411716 0.00090315 0.14671041 0.02099503 0.00902641 0.00636534
 0.47188246]","[0.99996018409729, 1.361638442176627e-05, 2.6270834496244788e-05]"
632.png,"[9.8825312e-01 1.2037484e-06 2.1718706e-03 3.2198356e-04 9.6181662e-05
 8.1008293e-05 9.0746609e-03]","[0.9865074157714844, 0.008991229347884655, 0.004501423332840204]"
633.png,"[0.09035458 0.4960245  0.37205705 0.00468586 0.00514474 0.01516348
 0.01656979]","[0.9002291560173035, 0.0921156108379364, 0.007655301131308079]"
634.png,"[1.2494670e-02 7.3701840e-06 6.3945528e-04 9.5050257e-01 3.5952177e-02
 3.1841901e-05 3.7191669e-04]","[0.4540654718875885, 0.12118464708328247, 0.4247499108314514]"
635.png,"[5.1323950e-01 8.1755973e-02 1.2565504e-01 1.5277715e-04 1.5336319e-04
 7.1576000e-03 2.7188569e-01]","[1.0, 5.336974862046873e-09, 1.5662203978195066e-08]"
636.png,"[9.99727547e-01 8.18203318e-07 7.92683495e-05 1.09232424e-04
 3.02770986e-05 1.11889371e-07 5.27337288e-05]","[0.060106463730335236, 0.24966983497142792, 0.690223753452301]"
637.png,"[0.06220226 0.01053083 0.30822217 0.07535071 0.4395489  0.0277943
 0.07635083]","[0.09658712148666382, 0.8909910917282104, 0.012421798892319202]"
638.png,"[0.07311147 0.00237076 0.23837376 0.25432032 0.4069161  0.00741946
 0.01748811]","[0.054062142968177795, 0.7873050570487976, 0.1586327850818634]"
639.png,"[9.9955738e-01 1.1611050e-07 1.6554241e-04 1.8027987e-07 5.7321216e-07
 1.0529887e-05 2.6576358e-04]","[0.9487870931625366, 0.0004754116234835237, 0.050737593322992325]"
640.png,"[0.02115156 0.00571293 0.18436861 0.0993216  0.63964593 0.04904277
 0.00075663]","[0.00477998610585928, 0.7192031741142273, 0.27601683139801025]"
641.png,"[7.0553184e-02 3.1394013e-03 8.8178849e-01 4.1563137e-04 1.8155085e-03
 3.6889821e-02 5.3980378e-03]","[0.9999998807907104, 2.5709107065452486e-10, 1.4208829668405087e-07]"
642.png,"[0.10646593 0.00187107 0.28423777 0.2982517  0.3013614  0.00483141
 0.00298081]","[0.01797354780137539, 0.8953408002853394, 0.08668570965528488]"
643.png,"[9.59574401e-01 9.10807739e-06 7.72144180e-03 1.24112785e-05
 3.38990612e-05 1.07665626e-04 3.25409845e-02]","[0.00023982906714081764, 0.5047387480735779, 0.49502143263816833]"
644.png,"[9.9763340e-01 9.5227595e-09 2.5354182e-05 3.0297153e-07 1.6848265e-06
 3.6545116e-06 2.3356793e-03]","[0.009934126399457455, 0.9900457262992859, 2.019433850364294e-05]"
645.png,"[9.1613990e-01 4.6907826e-05 6.0256928e-02 1.1493909e-04 2.6595232e-04
 2.0284492e-03 2.1146914e-02]","[0.051447633653879166, 0.7884854078292847, 0.16006696224212646]"
646.png,"[0.01286109 0.35560587 0.42919058 0.01022192 0.11442544 0.07655012
 0.00114498]","[0.021535716950893402, 0.30648210644721985, 0.6719822287559509]"
647.png,"[6.1705165e-02 1.7964459e-04 1.6947338e-01 8.4050158e-03 2.2245204e-02
 2.8583467e-02 7.0940816e-01]","[0.9942734837532043, 0.005042662378400564, 0.0006837406544946134]"
648.png,"[9.9926913e-01 6.2944218e-07 4.8611815e-05 1.4115978e-04 9.7659453e-05
 6.5896666e-06 4.3609261e-04]","[0.24571320414543152, 0.7421242594718933, 0.012162592262029648]"
649.png,"[1.07421335e-02 3.46005021e-04 2.66451955e-01 1.76949671e-03
 4.30040481e-03 7.08015919e-01 8.37411731e-03]","[0.0015227567637339234, 0.7590497732162476, 0.23942749202251434]"
650.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.7710909843444824, 0.22804413735866547, 0.0008648794027976692]"
651.png,"[9.9602687e-01 3.7087611e-06 1.8411961e-03 2.8677465e-04 3.2439007e-04
 2.6725131e-05 1.4903474e-03]","[0.999991774559021, 4.7579270384678907e-11, 8.271067599707749e-06]"
652.png,"[1.7244534e-03 9.6426445e-01 2.2539025e-02 7.2462630e-05 7.4305537e-04
 1.0405137e-02 2.5142371e-04]","[0.9999949932098389, 4.95994254379184e-06, 4.680362053477438e-08]"
653.png,"[0.01806355 0.01593705 0.12321491 0.00303182 0.02150287 0.7981899
 0.0200599 ]","[0.9691808223724365, 0.028801798820495605, 0.002017367398366332]"
654.png,"[3.1518757e-02 2.6982097e-04 5.5174297e-01 4.5192316e-02 9.4232373e-02
 2.5745997e-01 1.9583840e-02]","[0.9977351427078247, 0.0003203274100087583, 0.0019445124780759215]"
655.png,"[0.70947236 0.00110621 0.10600657 0.03459771 0.01807295 0.00561365
 0.12513055]","[0.9869639277458191, 0.003594539128243923, 0.009441649541258812]"
656.png,"[0.02556444 0.01226008 0.5792057  0.05441176 0.14050688 0.17338428
 0.01466688]","[0.0015504739712923765, 0.6418555974960327, 0.35659387707710266]"
657.png,"[3.6748455e-04 7.0108813e-06 1.7243760e-03 8.2214278e-01 1.7563927e-01
 8.7312510e-05 3.1731626e-05]","[0.9874662756919861, 1.3671680108018336e-06, 0.01253231056034565]"
658.png,"[2.0600707e-04 7.8219076e-04 9.7324532e-03 4.7898701e-01 5.0552458e-01
 4.7389143e-03 2.8876473e-05]","[0.08960099518299103, 0.001982202287763357, 0.9084168076515198]"
659.png,"[2.0452403e-04 2.1629935e-04 2.3403454e-03 7.8386605e-01 2.1320787e-01
 1.6024352e-04 4.6607483e-06]","[0.0002858413790818304, 1.2857262845500372e-05, 0.9997013211250305]"
660.png,"[8.3987188e-01 1.2052231e-05 1.7398424e-02 5.3253875e-04 3.4714150e-04
 6.2446820e-04 1.4121354e-01]","[0.46808159351348877, 0.2914755642414093, 0.2404429167509079]"
661.png,"[6.7673481e-01 6.6142424e-04 1.1433989e-01 1.0045699e-03 1.0394760e-03
 4.2009652e-02 1.6421026e-01]","[0.015443949028849602, 0.17569036781787872, 0.8088656067848206]"
662.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.08571251481771469, 0.8441276550292969, 0.07015981525182724]"
663.png,"[0.02683607 0.018104   0.5965522  0.0282299  0.09157415 0.22478211
 0.01392164]","[0.9995458722114563, 3.8151745684444904e-05, 0.00041596771916374564]"
664.png,"[1.0229617e-02 2.8035825e-04 2.7218798e-02 6.1515588e-05 9.3832472e-04
 9.0136105e-01 5.9910268e-02]","[0.17179489135742188, 3.520620884955861e-05, 0.8281698822975159]"
665.png,"[9.9932516e-01 2.6146827e-07 3.4307373e-05 7.1510258e-05 5.0065581e-05
 3.0074216e-06 5.1573600e-04]","[0.008664093911647797, 0.8046272397041321, 0.18670868873596191]"
666.png,"[1.9487891e-02 1.7075170e-05 1.0936764e-02 8.3163780e-01 1.2701848e-01
 7.0439238e-04 1.0197507e-02]","[0.9999992847442627, 8.559536723851124e-08, 6.420473255275283e-07]"
667.png,"[0.01344719 0.00145565 0.12178273 0.02374181 0.63034654 0.20148952
 0.00773654]","[0.9744653701782227, 0.0014883646508678794, 0.024046316742897034]"
668.png,"[2.2754359e-01 7.1912142e-04 7.2098178e-01 1.1813408e-03 1.5302513e-03
 3.3221725e-02 1.4822289e-02]","[0.020747030153870583, 0.04943385720252991, 0.9298191666603088]"
669.png,"[1.6887159e-03 4.5939014e-04 5.4019699e-03 3.9469275e-01 5.9723610e-01
 4.3432962e-04 8.6633147e-05]","[0.0076659368351101875, 0.4615781605243683, 0.530755877494812]"
670.png,"[2.2144115e-01 2.2030433e-03 7.2107774e-01 7.1955123e-04 2.0088907e-03
 2.0939471e-02 3.1610083e-02]","[0.4774203300476074, 2.508781335563981e-06, 0.522577166557312]"
671.png,"[8.9340769e-02 3.2492387e-06 2.8956922e-02 1.8024372e-03 1.1519805e-03
 3.6365555e-03 8.7510812e-01]","[0.011471623554825783, 0.9880768060684204, 0.00045155014959163964]"
672.png,"[0.8869338  0.00183506 0.0971272  0.00124188 0.00177569 0.00555397
 0.00553237]","[0.23127281665802002, 0.7599034309387207, 0.008823755197227001]"
673.png,"[6.6884130e-01 2.5145265e-03 1.2864015e-01 4.0831030e-04 2.1467083e-03
 2.9335342e-02 1.6811360e-01]","[0.009883125312626362, 0.9879140257835388, 0.002202913397923112]"
674.png,"[2.4841526e-01 1.9923356e-05 2.8939541e-02 8.9117902e-04 3.1603733e-04
 1.3342546e-02 7.0807546e-01]","[0.08775992691516876, 0.7250493764877319, 0.18719066679477692]"
675.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9900318384170532, 0.008498999290168285, 0.0014691522810608149]"
676.png,"[1.7028650e-02 2.0379262e-06 5.9580281e-03 8.2743901e-01 1.4895889e-01
 9.8401411e-05 5.1491935e-04]","[0.003959763795137405, 0.743838906288147, 0.2522013783454895]"
677.png,"[0.03402153 0.11610515 0.7736468  0.00371103 0.01044285 0.0226706
 0.03940202]","[0.008020096458494663, 0.7722346782684326, 0.2197452336549759]"
678.png,"[1.2629060e-01 8.1031123e-04 6.5633990e-02 1.6660719e-05 2.5283760e-05
 1.0639587e-02 7.9658359e-01]","[0.007797172758728266, 0.0014454674674198031, 0.990757405757904]"
679.png,"[5.2294548e-05 9.8970437e-01 3.1559158e-03 1.4119564e-03 5.6315884e-03
 4.0759816e-05 3.0985295e-06]","[0.9921844601631165, 0.005451144650578499, 0.0023643728345632553]"
680.png,"[1.3637561e-01 7.4225740e-04 7.6752502e-01 8.2172509e-03 4.0006116e-02
 2.9003033e-02 1.8130699e-02]","[0.26237353682518005, 0.025786839425563812, 0.7118396162986755]"
681.png,"[0.00425067 0.08955275 0.18520044 0.01053384 0.09392821 0.61383
 0.00270413]","[0.9998993873596191, 1.373969382711948e-07, 0.00010047379328170791]"
682.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.28271663188934326, 0.7172282338142395, 5.51746015844401e-05]"
683.png,"[0.00114727 0.81621563 0.06069254 0.00424321 0.01474974 0.10203864
 0.00091295]","[0.47004836797714233, 4.6456000291072996e-07, 0.5299510955810547]"
684.png,"[0.22560206 0.06701281 0.04476508 0.420942   0.13308957 0.00488977
 0.10369866]","[0.012807866558432579, 0.9864257574081421, 0.0007662933203391731]"
685.png,"[7.2343303e-03 2.1455071e-07 4.9318816e-03 9.3957919e-01 4.6862278e-02
 1.4294790e-04 1.2491243e-03]","[0.0004456658789422363, 0.006285954732447863, 0.9932683110237122]"
686.png,"[4.5498991e-01 1.6672711e-04 1.6692105e-01 9.4606047e-03 1.5112339e-02
 4.1001122e-03 3.4924927e-01]","[0.0001276940747629851, 0.5109052062034607, 0.48896703124046326]"
687.png,"[8.1321672e-03 1.3344928e-04 5.7788929e-03 9.0665150e-01 7.8041650e-02
 9.1874135e-05 1.1704203e-03]","[0.24701687693595886, 0.7480551600456238, 0.004928033333271742]"
688.png,"[0.01050856 0.00705232 0.3802427  0.24431506 0.34115458 0.01021286
 0.00651384]","[0.22786273062229156, 0.7531952261924744, 0.018942030146718025]"
689.png,"[9.8768204e-01 2.3609969e-06 3.6224083e-03 1.3585936e-03 7.8197051e-04
 3.6459136e-05 6.5161786e-03]","[0.047496259212493896, 0.9382567405700684, 0.014246934093534946]"
690.png,"[0.09991547 0.00134305 0.5838407  0.00153609 0.00468583 0.20920508
 0.09947377]","[1.3838280210620724e-05, 0.16904200613498688, 0.8309441208839417]"
691.png,"[0.5829773  0.0047541  0.11440639 0.00398153 0.00512339 0.00300927
 0.285748  ]","[0.0007471486460417509, 0.20126973092556, 0.7979830503463745]"
692.png,"[2.4652527e-01 9.2728602e-05 6.2883288e-02 2.9812448e-04 3.6397760e-04
 6.1410577e-03 6.8369555e-01]","[0.005837196484208107, 0.19613255560398102, 0.7980301976203918]"
693.png,"[9.9782091e-01 4.2122394e-07 8.2772873e-05 2.1720213e-04 1.7353748e-04
 1.1449912e-06 1.7040002e-03]","[0.14487910270690918, 0.6600503921508789, 0.1950705349445343]"
694.png,"[0.10947821 0.06050851 0.22708425 0.00825908 0.0090294  0.5381104
 0.0475301 ]","[0.6842877268791199, 0.004222342744469643, 0.311489999294281]"
695.png,"[9.74276103e-03 1.63421006e-04 1.15495406e-01 2.04572978e-04
 1.15618564e-03 8.14776659e-01 5.84609844e-02]","[0.014026503078639507, 0.9857914447784424, 0.00018206365348305553]"
696.png,"[1.5965566e-01 7.6824543e-03 5.8325714e-01 1.7330014e-04 1.0086360e-03
 1.8878222e-01 5.9440482e-02]","[1.0, 4.4475933352883246e-11, 8.074088064802254e-10]"
697.png,"[0.12803005 0.00295074 0.6836958  0.04820013 0.04414338 0.00348759
 0.08949231]","[0.9786344766616821, 0.006076519843190908, 0.015289093367755413]"
698.png,"[0.42303526 0.0030233  0.44129074 0.0505851  0.05265144 0.00464768
 0.02476649]","[0.04347391054034233, 0.02940545603632927, 0.9271206259727478]"
699.png,"[9.3017286e-01 6.1994579e-05 1.4855924e-02 1.2237298e-03 4.6420260e-04
 1.2054441e-04 5.3100601e-02]","[0.01827305182814598, 0.3182262182235718, 0.6635007262229919]"
700.png,"[3.6410320e-01 5.1171432e-05 2.7815660e-02 2.6348259e-02 9.1700135e-03
 1.9248241e-03 5.7058686e-01]","[0.9996275901794434, 0.00024185322399716824, 0.00013052303984295577]"
701.png,"[0.6099669  0.00193588 0.30015978 0.00609501 0.00287055 0.01188453
 0.06708743]","[0.002042229985818267, 0.9945354461669922, 0.0034223005641251802]"
702.png,"[9.3202299e-01 4.7795536e-04 4.8528615e-02 3.0981766e-03 6.2847245e-03
 1.8093435e-03 7.7781696e-03]","[0.08456768095493317, 4.7112749598454684e-05, 0.9153851866722107]"
703.png,"[0.85140353 0.0018372  0.06850409 0.0077156  0.00445107 0.00360149
 0.06248702]","[0.9871299862861633, 0.005226722452789545, 0.007643251679837704]"
704.png,"[2.2507304e-01 2.9397511e-04 7.0746437e-02 3.9939709e-02 8.9062210e-03
 1.1386191e-03 6.5390199e-01]","[0.10492144525051117, 0.886616051197052, 0.008462522178888321]"
705.png,"[7.0227575e-01 2.9400215e-04 2.7438421e-02 1.8699157e-01 7.2778411e-02
 4.1430909e-03 6.0787727e-03]","[0.0037890467792749405, 0.06394675374031067, 0.9322641491889954]"
706.png,"[8.6280030e-01 1.4747158e-03 1.0593295e-01 7.7210068e-05 2.0512052e-04
 2.1713497e-03 2.7338393e-02]","[0.03444400429725647, 0.28910166025161743, 0.6764543056488037]"
707.png,"[0.03408718 0.04978821 0.42953745 0.06805979 0.06616254 0.28236124
 0.07000361]","[0.9862809181213379, 0.013315686956048012, 0.00040342099964618683]"
708.png,"[2.4998561e-02 3.7388148e-04 1.1069521e-02 7.9595691e-01 1.5524855e-01
 1.1232299e-03 1.1229356e-02]","[0.06472880393266678, 0.9070530533790588, 0.02821812778711319]"
709.png,"[1.8706319e-03 5.0529983e-05 1.4150316e-02 5.7538694e-01 4.0649515e-01
 1.6457923e-03 4.0054225e-04]","[0.8748661875724792, 0.11899703741073608, 0.006136777810752392]"
710.png,"[8.84408364e-04 9.92468922e-05 1.51743600e-03 8.91857088e-01
 1.05445035e-01 7.81445269e-05 1.18584037e-04]","[0.0012188295368105173, 0.7043715715408325, 0.2944096624851227]"
711.png,"[5.23372926e-02 3.82344588e-05 1.06236255e-02 8.75759602e-01
 5.99515475e-02 1.06722473e-04 1.18298712e-03]","[0.03689540922641754, 0.2795531451702118, 0.6835514307022095]"
712.png,"[9.0670550e-01 2.4788396e-05 8.1399512e-03 1.3862508e-04 6.5557897e-04
 1.1917525e-04 8.4216438e-02]","[0.018184462562203407, 0.7272675633430481, 0.25454801321029663]"
713.png,"[0.5610829  0.00098898 0.03359934 0.28180444 0.0633787  0.03620809
 0.02293754]","[0.1021471619606018, 0.8957855701446533, 0.0020672455430030823]"
